Dates,Financials,Consumer Staples,Energy,Industrials,Healthcare,Consumer Discretionary,Utilities,Information Technology,Materials,S&P500,Communication Services
4/12/2018,15038,469617,47226,47226,58767,75884,1381576,1381576,73431,2994000,114345
4/13/2018,9213,324913,158626,158626,51601,51552,1110120,1110120,85778,4026447,167438
4/16/2018,11578,385142,28246,28246,32393,72668,426136,426136,113285,3311574,118497
4/17/2018,11322,290323,81364,81364,34374,102388,2945196,2945196,60783,2794882,334739
4/18/2018,9812,383141,133120,133120,75429,62932,455652,455652,67646,2766926,353210
4/19/2018,35285,462531,62998,62998,40372,84116,715512,715512,45234,2675392,545242
4/20/2018,30863,1370809,58396,58396,55688,65120,1211336,1211336,31191,2883845,210395
4/23/2018,26067,830192,53028,53028,27155,53068,492244,492244,45846,3000078,182899
4/24/2018,21603,471512,178954,178954,51806,91980,846548,846548,131744,4818184,113498
4/25/2018,124132,291983,261110,261110,50618,73844,745500,745500,119680,3592474,90660
4/26/2018,20576,473022,148704,148704,34942,88696,500840,500840,45043,2564259,401857
4/27/2018,110169,341771,63194,63194,32500,83916,2013996,2013996,33179,3579852,196698
4/30/2018,68877,266043,199396,199396,56329,66552,524028,524028,36984,3839444,371268
5/1/2018,29322,290880,131516,131516,62826,75964,866524,866524,62648,2973519,143159
5/2/2018,24861,266763,89454,89454,34987,77368,496100,496100,60836,3090294,236115
5/3/2018,51846,614887,100364,100364,53864,71256,903372,903372,61271,3409224,279288
5/4/2018,19028,333341,173386,173386,46637,91908,1386856,1386856,86464,2378491,569029
5/7/2018,306990,394403,550934,550934,22179,29196,356468,356468,32259,2185385,1852898
5/8/2018,52596,1780397,53566,53566,281117,220356,538588,538588,56949,3261029,142517
5/9/2018,30368,443672,89040,89040,65315,67496,529800,529800,33529,3335428,223410
5/10/2018,21152,218696,45296,45296,31995,71200,481012,481012,39009,3494486,180580
5/11/2018,57108,209362,34386,34386,40452,34492,269240,269240,27327,2639041,106740
5/14/2018,19242,390320,52028,52028,89190,47408,4580340,4580340,81022,1876439,157458
5/15/2018,21103,547876,76054,76054,73960,88036,732980,732980,96318,3820400,192922
5/16/2018,9714,270682,163846,163846,34540,432944,514660,514660,209945,2068540,146046
5/17/2018,9907,501652,39108,39108,38826,51908,546772,546772,61844,2289886,71808
5/18/2018,168054,408915,31118,31118,30669,35900,575592,575592,24058,2262880,75354
5/21/2018,101550,202361,181610,181610,18220,37908,353080,353080,31745,1796329,691826
5/22/2018,12017,491702,97082,97082,44792,34840,243936,243936,40241,1919245,385116
5/23/2018,25082,699731,76358,76358,39026,67696,318228,318228,52283,2278158,331104
5/24/2018,36780,545773,59932,59932,69230,57096,375432,375432,47855,3192565,355245
5/25/2018,19449,911761,122006,122006,34895,52308,314204,314204,47288,3327166,62629
5/28/2018,19449,911761,122006,122006,34895,52308,314204,314204,47288,3327166,62629
5/29/2018,26924,901072,122440,122440,83600,68352,293232,293232,46117,4176555,126342
5/30/2018,116061,917460,346152,346152,144533,65532,632528,632528,77719,3904693,172115
5/31/2018,63777,649243,88722,88722,27350,71676,583324,583324,63021,4633578,1332230
6/1/2018,18650,523874,68650,68650,57498,55936,587028,587028,41005,3247374,125082
6/4/2018,27307,618637,30398,30398,31989,41944,569788,569788,44862,3088525,247813
6/5/2018,12889,455272,71180,71180,21665,89764,2741884,2741884,103329,1810335,159807
6/6/2018,18412,490877,57658,57658,232183,68580,821084,821084,147665,4836829,179376
6/7/2018,22359,425274,62374,62374,34406,56772,3691196,3691196,63129,3081173,201746
6/8/2018,15432,490840,70946,70946,27290,31024,623092,623092,107759,4139048,127101
6/11/2018,24659,417885,40554,40554,27804,112936,556460,556460,35488,2486072,351431
6/12/2018,14236,429941,32710,32710,36736,133172,540668,540668,25422,3515458,222286
6/13/2018,331104,494418,548432,548432,45820,95888,808788,808788,35528,3091236,409308
6/14/2018,24470,378231,41836,41836,16949,47632,510044,510044,27595,3629077,517811
6/15/2018,33011,857154,85098,85098,32635,39264,637980,637980,35338,5039020,412097
6/18/2018,16165,1344478,31586,31586,176915,25848,422744,422744,50573,3112601,177604
6/19/2018,17321,668771,358498,358498,82448,40288,804400,804400,170945,4216489,149160
6/20/2018,15778,366174,142010,142010,26626,46184,1432912,1432912,51165,2562890,191833
6/21/2018,10770,800361,82918,82918,21435,56872,596300,596300,38561,2569212,185590
6/22/2018,9677,850861,105294,105294,25536,138384,216768,216768,45316,2298098,235908
6/25/2018,20214,990632,298628,298628,51524,111736,1709984,1709984,139729,5407421,189701
6/26/2018,10790,619908,146330,146330,47465,47788,397124,397124,34922,2690814,588617
6/27/2018,23086,1094364,416182,416182,59449,82724,1071948,1071948,58238,6335395,4626576
6/28/2018,15433,544010,94828,94828,40109,41064,916692,916692,256213,5285802,604647
6/29/2018,60982,729687,315736,315736,43050,183368,530684,530684,259228,7694371,1609650
7/2/2018,36082,1707929,277734,277734,292180,962880,1690304,1690304,91551,4579718,283658
7/3/2018,7899,768279,233064,233064,49104,187908,613828,613828,30907,1367814,173001
7/4/2018,7899,768279,233064,233064,49104,187908,613828,613828,30907,1367814,173001
7/5/2018,24738,576997,105840,105840,35474,161824,747712,747712,64057,2605662,1066117
7/6/2018,20729,370952,564340,564340,67851,287520,480340,480340,55070,2942161,208878
7/9/2018,21926,399708,154792,154792,36721,56584,681856,681856,43017,4775363,106726
7/10/2018,18024,542509,89620,89620,39668,222096,347772,347772,39918,3426772,135678
7/11/2018,18991,572767,116268,116268,34348,55128,956652,956652,107401,3781287,198244
7/12/2018,14435,577060,92876,92876,20335,54352,658432,658432,38230,3444871,145826
7/13/2018,7929,419597,61400,61400,29349,53512,343880,343880,80054,3122705,256406
7/16/2018,9448,448158,49884,49884,35392,38956,235852,235852,39352,2224098,84704
7/17/2018,31127,338543,56086,56086,23283,60104,453900,453900,32941,2322582,110936
7/18/2018,530052,451961,100926,100926,57841,65780,248916,248916,32666,3603936,1150100
7/19/2018,47078,374841,125912,125912,78349,53788,385208,385208,53120,3220915,476273
7/20/2018,8149,350112,66978,66978,15549,26992,310864,310864,24776,4868554,1183832
7/23/2018,3718,321915,282576,282576,26130,49952,315048,315048,18425,1880195,274566
7/24/2018,14952,330607,92494,92494,91226,61512,846016,846016,202900,2253020,301530
7/25/2018,13885,308314,512984,512984,27649,100988,662516,662516,40758,3310845,273126
7/26/2018,9874,375753,225792,225792,35757,46636,481688,481688,55052,4088761,170959
7/27/2018,19805,317713,142782,142782,88075,284280,2213144,2213144,35012,2798143,126888
7/30/2018,16138,322548,59576,59576,30754,117144,757680,757680,32465,4929771,255893
7/31/2018,310614,473350,103764,103764,65983,175896,888176,888176,46783,3588979,710934
8/1/2018,21914,443410,120296,120296,45522,139288,1030784,1030784,50522,2679918,1001850
8/2/2018,25560,515771,36410,36410,66797,131032,434876,434876,39219,2327589,1311507
8/3/2018,13395,334192,23154,23154,43583,58252,267640,267640,36840,2257880,186071
8/6/2018,8184,471997,37736,37736,153202,43436,1013900,1013900,59529,2988646,238652
8/7/2018,13150,425747,29492,29492,24680,91568,483420,483420,25738,5084693,236061
8/8/2018,11007,471559,26340,26340,20455,94836,295588,295588,51840,3483848,168409
8/9/2018,9074,365168,26798,26798,31432,108448,191828,191828,42529,2385494,377289
8/10/2018,10093,454847,26522,26522,58455,203316,375112,375112,43464,3290460,223421
8/13/2018,11644,449513,102156,102156,53782,81304,497652,497652,48737,3350506,270755
8/14/2018,14706,420542,36042,36042,74080,44284,321152,321152,40284,3217646,260214
8/15/2018,22141,892732,116058,116058,44463,89820,849696,849696,74016,3849143,439042
8/16/2018,11068,437804,66578,66578,50841,129936,237708,237708,37134,3367951,1284698
8/17/2018,12493,427081,55684,55684,49992,63036,218988,218988,38095,2975882,3517717
8/20/2018,13962,352190,59190,59190,100067,170624,279016,279016,32604,1853387,1072086
8/21/2018,15478,400457,48612,48612,65307,95100,255656,255656,62472,2667495,539083
8/22/2018,35864,426519,32482,32482,82244,68152,389204,389204,49294,2124552,381164
8/23/2018,6890,292073,22904,22904,28219,243632,196060,196060,21568,3325680,325800
8/24/2018,13209,380401,61126,61126,45350,50080,257076,257076,23849,2451902,196665
8/27/2018,15072,291415,78582,78582,23462,59608,284676,284676,29339,3759731,245435
8/28/2018,19292,517591,184752,184752,15831,33204,231752,231752,30180,3556431,337960
8/29/2018,12305,499937,43138,43138,77320,89808,251992,251992,46699,2806114,197909
8/30/2018,15841,670052,46734,46734,51307,48916,324244,324244,47952,4669411,352044
8/31/2018,8448,299508,44326,44326,33671,73984,483356,483356,35388,4983154,213588
9/3/2018,8448,299508,44326,44326,33671,73984,483356,483356,35388,4983154,213588
9/4/2018,106144,1696470,110660,110660,59809,150448,717760,717760,49899,3480540,415301
9/5/2018,39530,574650,31836,31836,51381,73284,565964,565964,52414,7530358,187499
9/6/2018,17772,518771,36016,36016,435177,53476,374156,374156,70024,3839069,430484
9/7/2018,9057,605495,46474,46474,23389,88112,359824,359824,45461,5450954,222341
9/10/2018,7754,375868,26044,26044,13236,45000,399848,399848,42193,2767746,310227
9/11/2018,9427,375885,28986,28986,177010,162944,261516,261516,175461,3015630,176723
9/12/2018,22955,381312,46596,46596,20344,113688,568368,568368,46656,2634441,267758
9/13/2018,8970,422925,33532,33532,54535,63600,312724,312724,30406,1818048,317771
9/14/2018,8947,484783,33202,33202,26022,65740,383512,383512,38001,2616866,159809
9/17/2018,11917,284483,24872,24872,29967,36100,368764,368764,32761,2466908,410816
9/18/2018,6143,393713,46230,46230,27638,72624,226348,226348,32186,2520105,450470
9/19/2018,11713,263414,53234,53234,21835,43456,397692,397692,37536,2354185,351252
9/20/2018,30351,361807,58628,58628,33213,56732,300472,300472,38825,3987758,273883
9/21/2018,156087,286578,88250,88250,52881,57632,400000,400000,757929,3918931,1052907
9/24/2018,19355,455147,51698,51698,37179,62492,719656,719656,41552,3412796,945377
9/25/2018,12375,404108,20886,20886,147089,127032,250248,250248,29275,3341870,140383
9/26/2018,18325,293646,51308,51308,37817,76044,480628,480628,53045,4082398,318152
9/27/2018,17837,284623,42396,42396,30286,39608,314556,314556,37578,2628263,193283
9/28/2018,17260,394868,260222,260222,33213,224404,329284,329284,32335,5172114,597278
10/1/2018,105390,1156445,943260,943260,456170,480128,1370232,1370232,29398,3455458,738588
10/2/2018,19569,360305,201192,201192,112055,83876,539908,539908,41445,2927462,316683
10/3/2018,26692,769416,145906,145906,125057,198644,712464,712464,114563,3473880,206619
10/4/2018,18608,528876,83262,83262,86799,192852,687524,687524,98359,3837253,299689
10/5/2018,22548,625598,157612,157612,108174,669516,1115148,1115148,90514,4367926,248998
10/8/2018,86108,902365,116754,116754,65198,332868,1906140,1906140,132132,5377355,1932599
10/9/2018,32758,596638,64276,64276,40697,79924,871204,871204,181361,5886812,224462
10/10/2018,66595,1017926,105878,105878,512255,263732,1814032,1814032,186925,8209472,394303
10/11/2018,117249,2226216,157866,157866,153582,494620,2541332,2541332,141476,10570083,751926
10/12/2018,38566,823123,85486,85486,75197,201584,1323276,1323276,89231,7286819,317937
10/15/2018,20418,658821,78010,78010,51198,119076,961496,961496,52766,3517730,330866
10/16/2018,35711,399368,268842,268842,70924,154028,1633820,1633820,424429,5113423,184147
10/17/2018,19487,454861,146984,146984,58611,212812,1457884,1457884,45896,5944881,440698
10/18/2018,16683,485010,114722,114722,73565,124416,982076,982076,67506,4418461,577657
10/19/2018,33665,385921,127780,127780,96731,100660,881288,881288,93513,3043342,347652
10/22/2018,22854,267390,224078,224078,59888,200812,421376,421376,62229,3852812,172238
10/23/2018,409288,1112970,235056,235056,105194,1376332,3174548,3174548,1123792,5541442,468419
10/24/2018,36754,888561,242688,242688,108734,438352,1225056,1225056,106761,5209154,683058
10/25/2018,42780,753239,335346,335346,163416,404180,1174980,1174980,111243,4590456,595584
10/26/2018,45565,1331598,305022,305022,154887,331500,2690736,2690736,146977,7153776,779890
10/29/2018,231265,1206590,307738,307738,158580,290388,2753400,2753400,155383,6301811,612387
10/30/2018,122285,1227654,240000,240000,178358,175744,2046048,2046048,78319,9531085,619424
10/31/2018,167908,723988,135908,135908,63219,154364,1380924,1380924,120250,7040669,1326021
11/1/2018,32420,833267,767124,767124,246274,876648,1072072,1072072,76968,3428666,329398
11/2/2018,27716,671802,287342,287342,66334,404432,942268,942268,99402,3391853,306342
11/5/2018,11468,476069,78188,78188,315865,122500,397936,397936,54313,5606377,283661
11/6/2018,18125,469826,145658,145658,134461,96900,427760,427760,41140,2430853,486065
11/7/2018,12774,494682,327240,327240,264698,252024,733460,733460,54869,7669455,240538
11/8/2018,16567,454701,308156,308156,447556,176316,386708,386708,63481,7660605,1179816
11/9/2018,14881,727159,84228,84228,49349,73120,2426516,2426516,56183,5327382,383552
11/12/2018,312836,645097,121980,121980,56199,98964,760584,760584,97727,3787077,471581
11/13/2018,34955,1326252,200770,200770,163787,105668,1211760,1211760,61117,5396796,628524
11/14/2018,40509,825253,278118,278118,85589,119604,1124792,1124792,67599,4614907,1037979
11/15/2018,54837,743161,418970,418970,375684,227604,2994984,2994984,91689,6163850,468395
11/16/2018,19489,669838,195494,195494,66799,151508,740456,740456,65133,3803888,264744
11/19/2018,231199,542166,165026,165026,129792,98804,2475448,2475448,38532,3555680,921900
11/20/2018,33203,1176414,436782,436782,157977,258904,1496064,1496064,98495,6274124,1067594
11/21/2018,22726,716770,166210,166210,118262,104028,602076,602076,71352,4247135,645713
11/22/2018,22726,716770,166210,166210,118262,104028,602076,602076,71352,4247135,645713
11/23/2018,6878,491672,299120,299120,18789,12968,191372,191372,23044,1660892,93829
11/26/2018,38992,659432,240794,240794,627539,297676,889368,889368,84824,3187151,365250
11/27/2018,20772,576717,145358,145358,122267,1030500,656880,656880,92592,4565124,296066
11/28/2018,39917,945833,399420,399420,175252,324064,932616,932616,64359,5484695,1610281
11/29/2018,29658,579368,176270,176270,352212,203572,635176,635176,93255,4901319,441687
11/30/2018,18170,576839,156224,156224,88750,188200,668296,668296,54790,7603587,2602498
12/3/2018,15945,673542,115174,115174,200663,347720,1046320,1046320,90356,5885427,1626052
12/4/2018,41643,822352,193392,193392,196149,386516,1310372,1310372,97428,6727840,692470
12/5/2018,41643,822352,193392,193392,196149,386516,1310372,1310372,97428,6727840,692470
12/6/2018,35407,1362718,360680,360680,248608,275936,1200028,1200028,170161,8536303,1104088
12/7/2018,25834,1239060,219806,219806,201089,176556,1319568,1319568,112021,6089359,687456
12/10/2018,47980,1116983,253020,253020,152087,276996,1325252,1325252,124142,8522734,630901
12/11/2018,38242,1088250,468354,468354,77639,152712,882460,882460,136371,4526472,291704
12/12/2018,24159,854863,176304,176304,106752,114728,669404,669404,98059,3879381,520172
12/13/2018,27478,1191966,132566,132566,73430,102672,580076,580076,111180,5215783,291714
12/14/2018,23908,1048673,193128,193128,207901,180416,710096,710096,109158,6080506,412684
12/17/2018,45114,1077975,279614,279614,354456,209004,2248456,2248456,133352,9320620,2390449
12/18/2018,46601,1093145,160788,160788,163016,397792,2572952,2572952,192642,10267622,579695
12/19/2018,83704,1674035,573472,573472,144792,331520,1195676,1195676,267219,13166466,1504318
12/20/2018,233253,3054523,440262,440262,198810,323396,1589776,1589776,264070,13684373,1643975
12/21/2018,168895,2163796,507148,507148,483026,317636,2005668,2005668,207291,14262694,2061981
12/24/2018,24035,1348951,334378,334378,113837,382076,1171088,1171088,87605,6418996,939037
12/25/2018,24035,1348951,334378,334378,113837,382076,1171088,1171088,87605,6418996,939037
12/26/2018,115099,2129831,269288,269288,202320,552512,2948856,2948856,116968,13154113,938479
12/27/2018,288186,2543117,622424,622424,216768,641292,1399912,1399912,126142,12693625,636588
12/28/2018,82904,1650259,366194,366194,208016,397304,858564,858564,95099,10856339,1579707
12/31/2018,62381,1826276,334244,334244,134771,760932,773456,773456,88877,10117850,1458330
1/1/2019,62381,1826276,334244,334244,134771,760932,773456,773456,88877,10117850,1458330
1/2/2019,44763,979765,253150,253150,288829,726432,880804,880804,60675,5979978,531773
1/3/2019,40257,1056014,388064,388064,115545,361620,1309856,1309856,70684,5831148,1157067
1/4/2019,33364,703837,173940,173940,99100,272804,955792,955792,88742,6430121,237248
1/7/2019,38283,828678,74048,74048,80266,180584,895632,895632,80899,5961329,756338
1/8/2019,31587,641471,252396,252396,247180,188960,665360,665360,85115,5348489,942597
1/9/2019,34078,925260,138194,138194,268980,234660,1646588,1646588,72251,4096967,549018
1/10/2019,21247,507973,115282,115282,77576,217816,599108,599108,85982,4325625,611659
1/11/2019,17478,322515,47176,47176,46798,59588,253896,253896,40811,5111675,485637
1/14/2019,33183,469330,121782,121782,36861,133948,388304,388304,30399,3709898,297457
1/15/2019,28222,491414,321616,321616,687100,163100,524580,524580,72503,3781811,376230
1/16/2019,11605,310290,80360,80360,101841,100152,540252,540252,39687,4387484,466100
1/17/2019,22240,326035,357820,357820,94076,217608,710040,710040,50921,4447232,351352
1/18/2019,23154,448633,176156,176156,82146,145880,678584,678584,65378,6994452,285324
1/21/2019,23154,448633,176156,176156,82146,145880,678584,678584,65378,6994452,285324
1/22/2019,42679,604069,313772,313772,80267,229456,1322960,1322960,103087,5992314,664738
1/23/2019,101325,526888,162610,162610,160852,121732,441800,441800,46444,6762413,1668353
1/24/2019,26191,388178,132160,132160,115109,215952,635508,635508,44795,3731726,486521
1/25/2019,20529,366443,95428,95428,66164,97072,639832,639832,58906,3333897,484030
1/28/2019,18737,525323,315264,315264,31861,80760,309440,309440,41583,4425122,436913
1/29/2019,10895,1247647,707878,707878,35274,127296,209264,209264,46518,4454068,327113
1/30/2019,24373,582969,271144,271144,220798,63552,620716,620716,44065,5117188,391762
1/31/2019,15776,455491,107152,107152,75549,127440,999332,999332,78215,6521786,374090
2/1/2019,17409,392846,82936,82936,86611,496412,522848,522848,51732,3901763,2563820
2/4/2019,17126,616609,138862,138862,63435,157200,754192,754192,49217,2960496,588653
2/5/2019,10511,790172,243234,243234,47490,106252,562348,562348,40700,4051261,242853
2/6/2019,14409,412568,178284,178284,303643,326852,613896,613896,23880,3962753,252199
2/7/2019,11633,939663,566124,566124,48780,69992,677228,677228,35091,6678041,301387
2/8/2019,15118,607707,105230,105230,29085,256708,484020,484020,54167,2909309,254397
2/11/2019,9537,425152,59472,59472,46716,48808,403724,403724,29976,2770345,691289
2/12/2019,8127,291025,142538,142538,646663,65948,986588,986588,56340,4285413,344468
2/13/2019,18482,339241,254742,254742,711229,57868,1733968,1733968,72814,2994362,246099
2/14/2019,118252,1360283,429372,429372,44709,53280,393484,393484,37405,7159715,302911
2/15/2019,11912,483940,208952,208952,35285,48904,479100,479100,33830,4844237,223001
2/18/2019,11912,483940,208952,208952,35285,48904,479100,479100,33830,4844237,223001
2/19/2019,66760,431622,64814,64814,52028,73244,695216,695216,71763,4588556,178411
2/20/2019,16177,434243,54934,54934,37414,156068,329856,329856,88360,5534256,292539
2/21/2019,20333,420837,43656,43656,51915,59952,803260,803260,87210,3118702,328113
2/22/2019,10642,493456,33914,33914,44055,32220,280416,280416,35899,4962953,255865
2/25/2019,29481,343826,79590,79590,51985,48128,379476,379476,41347,4699300,575075
2/26/2019,10781,338531,20816,20816,41215,93160,261744,261744,39284,4881387,956349
2/27/2019,9694,384642,31720,31720,62229,28008,288340,288340,31629,3283771,417933
2/28/2019,11045,379232,31104,31104,40937,76700,258472,258472,21629,4166078,303853
3/1/2019,31016,562951,159550,159550,50881,86968,573680,573680,56628,4203983,409445
3/4/2019,22890,805068,102938,102938,109029,74756,1455816,1455816,40730,4811792,464234
3/5/2019,8601,583871,135624,135624,83581,60464,310588,310588,43644,2502411,649409
3/6/2019,6941,534181,89090,89090,136469,41228,194020,194020,39453,3411727,479419
3/7/2019,16459,793880,93728,93728,153666,130872,566664,566664,68695,4553771,319017
3/8/2019,11475,627107,62388,62388,54559,80096,629016,629016,106723,5315808,418166
3/11/2019,6442,518961,834462,834462,52873,46252,424288,424288,42726,3843676,1390569
3/12/2019,6864,524494,255326,255326,56634,43272,286388,286388,81667,2089572,799812
3/13/2019,8831,568859,64628,64628,70154,85032,425168,425168,49594,2804810,373512
3/14/2019,3676,501862,17152,17152,29931,43744,222480,222480,39924,2396395,594677
3/15/2019,14540,566424,95594,95594,37174,38048,558196,558196,54629,3132437,266213
3/18/2019,6243,561325,247440,247440,470576,35876,1298224,1298224,45567,3786222,472745
3/19/2019,11721,696221,170210,170210,64017,70800,422444,422444,73788,5845617,320210
3/20/2019,10006,773632,118648,118648,45900,61488,446092,446092,68051,4672069,470633
3/21/2019,15973,656406,53000,53000,86043,50668,848232,848232,45763,3615191,230043
3/22/2019,29577,1184034,103280,103280,129413,38524,582524,582524,48014,6540753,452357
3/25/2019,32583,1018778,180966,180966,182096,83936,1044344,1044344,55463,4726544,407289
3/26/2019,9192,708754,68524,68524,44686,90048,361760,361760,32022,4222924,821211
3/27/2019,16711,888988,127000,127000,55124,337804,471352,471352,35683,3437318,297192
3/28/2019,22566,673663,51666,51666,46554,70140,265212,265212,37185,2380749,270486
3/29/2019,13086,643856,96612,96612,83196,74856,382768,382768,42846,4331266,1424578
4/1/2019,21234,552991,123582,123582,118837,100228,1000664,1000664,26174,4170709,1297758
4/2/2019,8937,567460,122310,122310,269784,61020,483668,483668,34714,7162276,580399
4/3/2019,7618,742652,73614,73614,175276,53148,696852,696852,85752,3438957,464623
4/4/2019,6521,756327,46598,46598,28814,19792,643072,643072,32139,3422406,708598
4/5/2019,7518,534694,42898,42898,48327,43976,2873152,2873152,31370,3928527,275247
4/8/2019,6915,536893,69866,69866,37178,36032,266156,266156,73139,2492437,275711
4/9/2019,21396,485577,99644,99644,126570,121816,384832,384832,34066,3990718,222834
4/10/2019,8071,446531,168198,168198,38476,33860,514080,514080,17586,2879179,256794
4/11/2019,5194,388963,127130,127130,40012,79764,437708,437708,28559,2581449,165575
4/12/2019,2998,500151,176410,176410,45551,78212,383336,383336,21799,2516226,202586
4/15/2019,9829,333100,78870,78870,39411,53836,227572,227572,53746,3124788,110140
4/16/2019,14165,288574,43440,43440,524938,71512,396728,396728,38520,3759112,140828
4/17/2019,4483,424349,56938,56938,372549,62232,169224,169224,28037,4342988,232042
4/18/2019,6553,256167,68880,68880,289403,429588,366916,366916,35423,4367515,238509
4/19/2019,6553,256167,68880,68880,289403,429588,366916,366916,35423,4367515,238509
4/22/2019,4040,411447,56620,56620,72868,41672,260248,260248,19703,2879501,116314
4/23/2019,5779,399128,69840,69840,129575,72760,259588,259588,36730,4574652,143208
4/24/2019,4715,340925,42036,42036,94398,55332,267928,267928,30894,2568684,197838
4/25/2019,7418,288779,43136,43136,80571,43312,377000,377000,36703,1839123,175854
4/26/2019,3504,386429,43308,43308,64461,54724,329488,329488,31477,2160488,199260
4/29/2019,13982,228712,59144,59144,35232,84320,386852,386852,15344,2986573,180367
4/30/2019,14709,282007,47204,47204,165533,57924,544512,544512,93873,4549392,257936
5/1/2019,12876,400734,126466,126466,226576,86200,602296,602296,95693,2952102,395410
5/2/2019,12014,447184,182064,182064,93371,402996,524100,524100,53713,3279870,534586
5/3/2019,6531,375556,57880,57880,105386,1778744,312604,312604,37084,3160515,150041
5/6/2019,8674,379863,70618,70618,54307,100160,588760,588760,56461,2792430,233345
5/7/2019,98922,457402,80082,80082,62619,240948,1044748,1044748,57966,5262951,364319
5/8/2019,28078,391397,58704,58704,418211,93508,633040,633040,35013,5810008,302808
5/9/2019,5326,479933,69690,69690,92003,188452,478856,478856,48968,4281181,307966
5/10/2019,15171,390618,98854,98854,72064,172096,894952,894952,54001,4329369,416238
5/13/2019,15524,663490,141704,141704,182551,1890588,1047156,1047156,117875,5831706,437661
5/14/2019,9490,364721,101122,101122,54439,52924,1271624,1271624,58840,3202835,270483
5/15/2019,73651,451630,185004,185004,45917,241220,1019988,1019988,55157,3135635,531396
5/16/2019,8933,255733,51848,51848,55777,55036,427784,427784,31184,3911224,742704
5/17/2019,16259,320485,49490,49490,46668,49612,419588,419588,27461,3833735,282005
5/20/2019,7151,261738,72252,72252,32469,58808,706700,706700,26568,2515977,771698
5/21/2019,3266,199781,54100,54100,30731,37052,536572,536572,32582,3634882,1060452
5/22/2019,9082,322279,117014,117014,35405,469928,313504,313504,54217,3147661,406850
5/23/2019,111380,600711,226302,226302,50417,130968,763872,763872,42771,4419359,761782
5/24/2019,5415,326245,48404,48404,80951,38972,180020,180020,36792,1809862,462566
5/27/2019,5415,326245,48404,48404,80951,38972,180020,180020,36792,1809862,462566
5/28/2019,8926,352457,76386,76386,57148,56664,442012,442012,30171,2455572,1207704
5/29/2019,23101,461584,148166,148166,125388,396712,409964,409964,73140,6641224,617564
5/30/2019,5635,462815,87228,87228,587844,76340,458728,458728,32955,3840044,223138
5/31/2019,15434,665860,89030,89030,63219,172448,557460,557460,43030,5428476,327155
6/3/2019,14884,636034,303604,303604,64507,367332,2477336,2477336,72638,5589736,1288969
6/4/2019,3877,307530,98160,98160,43333,90344,452144,452144,203541,3598917,448898
6/5/2019,11197,419522,132348,132348,35494,99732,532620,532620,48828,4674039,841541
6/6/2019,9818,489675,89126,89126,37205,131108,352024,352024,355141,4294539,327062
6/7/2019,8296,369684,108254,108254,23612,156584,912308,912308,65422,3180251,381597
6/10/2019,11712,284784,112736,112736,28322,102268,448008,448008,49506,3862913,504567
6/11/2019,9809,355429,56762,56762,28974,63872,2881860,2881860,35826,2923455,431343
6/12/2019,7704,466455,50940,50940,71937,131760,1957528,1957528,32498,2310269,98302
6/13/2019,4992,416377,52968,52968,44065,154680,488064,488064,36258,2304977,235811
6/14/2019,5795,277887,83080,83080,25657,47848,411600,411600,20282,2000184,203425
6/17/2019,8390,291903,57448,57448,36681,113560,243188,243188,22155,2511178,652782
6/18/2019,15531,317428,127576,127576,191216,90828,951936,951936,58700,4622740,942907
6/19/2019,97780,476284,464698,464698,65205,123808,632360,632360,81480,7606221,199714
6/20/2019,15596,409425,238240,238240,63707,70280,440920,440920,23763,4408953,202578
6/21/2019,27093,482892,59300,59300,47292,53152,286944,286944,25483,3628064,869643
6/24/2019,15479,190398,35954,35954,89039,169008,243840,243840,21045,3549268,526258
6/25/2019,20759,294770,41240,41240,64962,134732,767028,767028,24836,2975598,141138
6/26/2019,10435,425211,27442,27442,40787,35632,280344,280344,23244,4210219,336370
6/27/2019,15788,266101,30038,30038,22339,67384,324156,324156,22961,2722438,1028454
6/28/2019,14731,547523,124858,124858,43001,69772,234772,234772,20275,5751367,804714
7/1/2019,77638,342417,86698,86698,63549,452560,1419088,1419088,110788,3934539,763161
7/2/2019,23090,299618,50772,50772,74516,164916,429964,429964,20162,3786142,185698
7/3/2019,3785,166007,25830,25830,39616,1041904,1329620,1329620,13321,1853807,85733
7/4/2019,3785,166007,25830,25830,39616,1041904,1329620,1329620,13321,1853807,85733
7/5/2019,27515,225097,77112,77112,39408,151908,347052,347052,8965,2198161,211692
7/8/2019,38787,248022,85644,85644,24287,239636,383880,383880,29915,2954473,109050
7/9/2019,5616,206062,45052,45052,17792,73508,147320,147320,26233,1544268,623195
7/10/2019,8393,333395,64792,64792,20757,128644,296616,296616,22001,2498169,1430156
7/11/2019,6893,220539,29872,29872,31787,126992,448592,448592,21020,5142102,889176
7/12/2019,8461,162588,33030,33030,42856,91752,292408,292408,15956,4346086,4265033
7/15/2019,12057,124184,36394,36394,37824,109268,660480,660480,20579,4400619,328446
7/16/2019,12615,198608,19516,19516,392713,141876,194848,194848,28890,2233868,124054
7/17/2019,12420,378107,57656,57656,27878,69856,212216,212216,19597,2142446,132302
7/18/2019,87899,220217,23224,23224,27242,72428,215984,215984,40795,4371462,204213
7/19/2019,11263,214523,28060,28060,30288,67828,285252,285252,17392,3510336,1251116
7/22/2019,7605,179394,30092,30092,61268,215288,247396,247396,29839,2571272,1034983
7/23/2019,5722,232165,34624,34624,28394,103436,296092,296092,40948,2209434,1267204
