Dates,Information Technology,Healthcare,Energy,Consumer Discretionary,Financials,Communcation Services,Consumer Staples,Materials,Utilities,S&P500,Industrials
6/14/1999,497.71,330.65,220.7,258.4615,327.52,308.37,228.69,160.83,166.87,1294,254.36
6/15/1999,502.82,333.7,224.1,258.5394,329.62,307.99,228.63,161.48,167.84,1301.16,255.23
6/16/1999,529.84,337.56,221.05,265.5996,339.12,313.2,229.73,161.38,169.15,1330.41,259.35
6/17/1999,534.19,341.82,221.99,266.5049,343.57,313.9,230.77,161.77,168.63,1339.9,261.32
6/18/1999,539.61,338.45,221.84,266.879,344.47,317.14,228.86,162.82,168.04,1342.84,262.27
6/21/1999,556.42,336.38,216.09,269.5665,347.33,319.39,227.15,160.24,166.46,1349,259.48
6/22/1999,542.2,337.8,213.6,267.9531,344.31,315.51,227.17,157.36,167.17,1335.88,258.26
6/23/1999,547.74,334.79,215.98,265.6826,339.78,313.97,226.53,157.81,166.57,1333.06,258.09
6/24/1999,536.17,338.34,211.78,263.1364,333.05,308.1,224.34,154.28,165.8,1315.78,256.12
6/25/1999,536.78,336.29,210.29,263.0129,334.74,309.44,223.94,155.67,164.48,1315.31,254.77
6/28/1999,545.84,338.13,208.36,268.2967,341.67,313.58,224.84,156.58,165.27,1331.35,257.38
6/29/1999,555.58,347.62,213.41,272.6333,345.71,315.85,226.1,157.97,164.79,1351.45,261.72
6/30/1999,566.61,359.21,216.1,276.9181,351.79,319.82,228.26,157.31,161.45,1372.71,264.93
7/1/1999,574.51,362.18,217.91,277.8819,353.61,317.03,228.13,159.54,162.23,1380.96,266.5
7/2/1999,582.96,365.43,218.98,279.1824,357.09,315.9,228.58,161.51,162.98,1391.22,267.79
7/5/1999,582.96,365.43,218.98,279.1824,357.09,315.9,228.58,161.51,162.98,1391.22,267.79
7/6/1999,580.34,362.34,222.45,278.9873,357.38,314.41,227.1,160.48,163.46,1388.12,267.16
7/7/1999,587.57,362.49,222.97,279.969,357.33,318.02,229.05,160.23,163.3,1395.86,269.06
7/8/1999,595.66,359.93,223.63,277.7815,354.42,319.19,227.04,158.82,162.48,1394.42,268.55
7/9/1999,603.92,360.54,223.8,279.8865,356.61,317.4,229.33,161.87,163.29,1403.28,268.66
7/12/1999,603.49,360.57,225.22,278.5573,353.76,319.19,228.73,160.34,162.23,1399.1,265.8
7/13/1999,600.69,361.66,222.96,277.2804,350.31,316.4,228.71,160.58,162.09,1393.56,266.13
7/14/1999,611.01,360.83,223.34,277.7273,348.43,315.59,229.34,160.21,161.91,1398.17,267.26
7/15/1999,615.43,365.55,225.31,279.7423,351.98,320.52,231.56,158.51,162.12,1409.62,268.23
7/16/1999,621.75,365.19,224.44,280.7294,355.3,325.33,233.23,158.3,162.07,1418.78,270.51
7/19/1999,613.48,359.47,223.2,279.9131,353,323.47,230.36,156.63,162.41,1407.65,271.32
7/20/1999,583.4,352.9,218.43,273.7294,347.42,319.86,229.75,156.64,162.26,1377.1,267.92
7/21/1999,589.49,352.4,219.39,273.3721,343.72,323.54,229.6,157.27,162.57,1379.29,267.86
7/22/1999,566.42,350.3,217.25,269.0105,345.04,318.73,229.35,158.38,162.2,1360.97,265.37
7/23/1999,569.45,348.61,218.47,267.564,340.82,318.1,227.45,157.03,162.41,1356.94,264.92
7/26/1999,554.57,348.84,214.45,267.494,342.18,317.96,228.8,155.15,162.63,1347.76,262.77
7/27/1999,571.5,349.05,213.69,269.6143,344.99,321.49,229.11,157.54,162.2,1362.84,265.71
7/28/1999,580.92,348.54,216.52,270.207,343.67,320.64,227.43,157.44,160.91,1365.4,263.65
7/29/1999,566.03,340.94,215.37,265.2859,337.35,315.85,226.18,155.62,158.66,1341.03,258.52
7/30/1999,562.7,339.18,218.76,260.6776,329.45,312.26,226.06,154.81,159.08,1328.72,254.97
8/2/1999,561.98,341.09,215.17,259.6779,328.82,315.72,224.78,156.86,159.8,1328.05,254.84
8/3/1999,557.77,339.49,217.72,257.7453,324.37,313.6,226.56,156.96,160.32,1322.18,254.11
8/4/1999,552.4,331.07,220.03,252.7898,318.85,306.65,223.72,158.85,159.67,1305.33,251.64
8/5/1999,557.3,331.87,225.94,250.0985,320.41,311.14,225.02,160.29,159.81,1313.71,254.03
8/6/1999,556.97,325.05,224.57,248.6463,311.5,310.87,222.34,158.8,159.94,1300.29,251.11
8/9/1999,554.14,326.77,228.36,245.7921,313.17,307.44,222.44,157.76,159.8,1297.8,249.34
8/10/1999,543.6,321.76,227.54,245.9376,308.11,298.54,221.97,156.23,158.81,1281.43,246.63
8/11/1999,565.26,321.43,229.97,249.1622,314.22,299.04,221.7,161.01,158.85,1301.93,249.46
8/12/1999,554.46,328.57,230.16,250.5767,313.45,298.76,220.36,160.43,156.65,1298.16,248.93
8/13/1999,574.84,333.93,229.18,256.7353,325.25,306.28,221.96,161.18,157.6,1327.68,252.95
8/16/1999,578.04,335.54,227.26,258.7877,325.37,304.52,222.19,159.88,156.83,1330.77,255.22
8/17/1999,578.19,338.11,228.7,261.363,335.37,309.14,223.21,161.35,157.46,1344.16,257.4
8/18/1999,572.95,336.15,227.4,260.8369,333.32,303.36,219.43,158.95,156.94,1332.84,255.77
8/19/1999,567.15,337.1,228.23,259.7498,328.52,296.63,218.5,159.82,159.3,1323.59,253.45
8/20/1999,572.76,347.57,229.23,261.4923,332.79,289.92,221.53,161.57,161.8,1336.61,256.12
8/23/1999,587.36,357.54,230.73,264.4294,340.65,292.36,222.78,162.14,162.2,1360.22,261.59
8/24/1999,596.36,358.1,227.88,262.293,341.96,292.88,223.39,160.72,162.66,1363.5,261.36
8/25/1999,610.41,367.28,227.4,266.4245,338.88,300.43,229.14,157.11,164.79,1381.79,264.17
8/26/1999,600.98,360.19,221.71,261.8423,332.61,299.44,228.05,155.59,162.93,1362.01,261.76
8/27/1999,600.39,353.36,220.91,259.5099,327.75,293.24,225.5,154.68,162.61,1348.27,258.23
8/30/1999,591.14,353.68,217.57,254.5975,314.84,286.92,223.38,151.32,160.37,1324.02,253.52
8/31/1999,597.16,350.19,221.32,251.5074,313.96,281.96,221.91,148.27,160.04,1320.41,252.26
9/1/1999,598.88,355.43,221.17,254.064,316.74,287.48,222.56,150.81,160.43,1331.07,254.48
9/2/1999,598.36,351.69,218.34,250.7518,311.5,282.73,221.34,150.24,158.99,1319.11,252.79
9/3/1999,622.64,360.58,222.12,257.2671,324.88,290.91,223.8,151.5,161.82,1357.24,258.43
9/6/1999,622.64,360.58,222.12,257.2671,324.88,290.91,223.8,151.5,161.82,1357.24,258.43
9/7/1999,623.16,357.19,224.67,256.6093,317.95,289.61,220.28,150.5,159.73,1350.45,260.45
9/8/1999,614.76,355.51,226.15,256.5871,315.32,286.34,220.96,150.19,158.67,1344.15,262.09
9/9/1999,624.03,353.17,231.28,257.1578,311.27,287.73,220.04,150.96,159.85,1347.66,260.95
9/10/1999,632.62,352.35,229.39,258.5242,313.02,288.29,218.03,151.7,161.01,1351.66,259.38
9/13/1999,621.41,351,225.3,259.4224,311.25,290.87,218.04,153.87,159.64,1344.13,258.72
9/14/1999,628.24,346.02,224.2,256.1404,305.63,292.12,215.35,151.34,158.67,1336.29,256.08
9/15/1999,612.83,341.76,220.14,250.7675,303.75,288.65,216.02,148.93,158.56,1317.97,254.28
9/16/1999,614.48,342.5,219.96,251.3726,302.62,292.44,216.05,147.18,157.74,1318.48,252.45
9/17/1999,625.22,343.64,222.68,256.9723,307.15,296.3,215.68,148.15,158.92,1335.42,256.01
9/20/1999,631.18,344.61,218.97,255.1054,306.18,295.6,216.28,147.07,157.41,1335.53,256.83
9/21/1999,612.63,337.01,213.06,250.1505,299.29,294.5,212.72,144.88,154.37,1307.58,252.94
9/22/1999,617.78,337.91,212.86,251.8721,298.96,297.4,210,144.21,153.75,1310.51,252.57
9/23/1999,591.64,330.44,210.49,248.2681,297.06,289.78,205.83,140.67,151.06,1280.41,247.62
9/24/1999,593.67,324.69,207.97,246.9344,298.71,289.61,206.64,138.78,150.4,1277.36,246.68
9/27/1999,600.67,323.69,210.59,248.4487,293.67,293.45,207.69,142.35,149.89,1283.31,248.6
9/28/1999,604.34,321.06,207.11,248.6244,294.53,298.01,205.95,141.51,148.42,1282.2,246.15
9/29/1999,590.44,316.97,209.31,247.9529,292.11,292.75,200.83,141.76,149.6,1268.37,246.7
9/30/1999,594.47,321.55,212.33,252.6919,297.14,295.08,198.76,143.72,151.85,1282.71,251.03
10/1/1999,592.26,332.22,211.13,254.0517,293.39,293.5,199.13,143.5,153.2,1282.81,248.64
10/4/1999,605.9,334.3,208.16,259.0182,302.72,299.45,200.63,145.67,155.43,1304.6,252.79
10/5/1999,610.13,332.7,203.28,258.9927,304.15,293.35,200.26,144.24,153.47,1301.35,252.06
10/6/1999,616.16,340.84,207.62,262.8957,311.67,302.2,207.11,145.27,153.12,1325.4,255.46
10/7/1999,608.79,341.4,204.37,261.4656,308.28,304.15,206.78,146.84,150.34,1317.64,254.83
10/8/1999,609.51,353.75,201.82,268.0961,314.44,310.77,209.3,148.5,150.86,1336.02,257.71
10/11/1999,614.33,354.31,204.47,267.1822,310.24,312.5,207.7,147.9,149.1,1335.21,256.52
10/12/1999,604.24,347.83,204.77,263.7182,305.15,304.3,204.64,145.4,148.5,1313.04,249.63
10/13/1999,587.77,340.02,206.6,256.3659,295.48,302.59,200.73,144.46,148.72,1285.55,243.83
10/14/1999,586.67,336.35,207.22,256.269,294.18,299.64,203.01,145.85,150.22,1283.42,243.38
10/15/1999,572.14,326.11,202.81,248.7882,282.43,292.7,197.54,141.24,147.47,1247.41,237.01
10/18/1999,563.1,332.25,204.34,250.1609,288.69,295.26,200.9,143.19,149.08,1254.13,236.88
10/19/1999,552.71,346.52,205.74,251.9716,295.96,292.44,204.78,142.08,147.42,1261.32,237.13
10/20/1999,577.88,350.6,211.97,258.0132,301.54,295.36,204.63,142.82,147.67,1289.43,242.04
10/21/1999,566.88,353.35,211.77,256.5863,302.1,291.84,205.27,144.16,147.11,1283.61,242.05
10/22/1999,568.34,354.18,214.94,260.8398,315.65,294.09,206.82,145.12,147.83,1301.65,247.23
10/25/1999,568.96,350.58,209.64,258.6016,311.59,294.16,206.62,145.43,147.42,1293.63,245.71
10/26/1999,572.92,340.59,204.9,253.1014,309.24,294.53,203.68,142.8,147.5,1281.91,244.54
10/27/1999,568.25,345.4,205.37,253.2179,324.08,301.3,206.31,143.14,151.11,1296.71,246.71
10/28/1999,580.21,355.29,207.7,264.8164,345.76,317.95,212.14,143.3,153.36,1342.44,254.86
10/29/1999,605,356.87,209.23,270.4906,346.17,318.15,212.96,146.87,153.63,1362.93,256.97
11/1/1999,605.76,356.68,209.59,268.6417,340.91,319.91,211.6,144.85,152.62,1354.12,249.41
11/2/1999,606.02,352.02,206.85,267.0569,341.53,314.46,209.42,146.1,153.53,1347.74,248.84
11/3/1999,615.33,359.63,205.5,265.9077,338.11,315.02,211.29,147.37,153.16,1354.93,250.85
11/4/1999,621.92,365.54,202.49,268.2628,343.22,315.7,209.27,148.37,151.28,1362.64,249.72
11/5/1999,629.38,364.41,196.96,269.7268,349.38,317.07,209.57,148.63,151.38,1370.23,251.55
11/8/1999,635.82,362.33,206.2,270.0803,347.34,319.73,211.59,145.77,151.1,1377.01,252.73
11/9/1999,631.25,358.85,209.86,266.873,341.52,314.62,208.68,147.5,149.95,1365.28,251.55
11/10/1999,642.52,361.25,214.22,268.4907,337.37,317.42,207.98,148.39,149.1,1373.46,252.39
11/11/1999,655.44,363.46,214.54,271.4237,334.85,317.93,206.94,147.52,149.88,1381.46,253.07
11/12/1999,655.1,363.28,216.88,275.4796,348.79,319.93,208.79,147.91,150.34,1396.06,255.1
11/15/1999,647.48,361.8,217.74,276.295,348.99,322.12,209.32,150.67,149.7,1394.39,255.53
11/16/1999,662.2,365.7,221.81,278.7322,359.23,327.68,212.67,151.32,149.79,1420.07,261.54
11/17/1999,655.47,363.5,226.66,275.9294,349.71,327.38,214.52,150.17,148.69,1410.71,262.27
11/18/1999,681.41,363.37,225.67,277.5851,349.56,328.64,214.64,150.07,147.89,1424.94,262.35
11/19/1999,688.78,363.97,221.95,275.6113,346.65,328.84,213.65,149.26,146.48,1422,259.39
11/22/1999,693.48,365.96,219.05,272.4789,342.58,329.51,218.64,147.13,143.37,1420.94,258.89
11/23/1999,687.75,361.51,214.65,270.0047,336.62,323.65,218.41,146.93,140.56,1404.64,255.85
11/24/1999,698.79,365.23,216.73,273.3412,333.6,331.55,220.73,147.18,141.91,1417.08,255.15
11/25/1999,698.79,365.23,216.73,273.3412,333.6,331.55,220.73,147.18,141.91,1417.08,255.15
11/26/1999,701.57,363.27,214.03,273.0387,332.92,338.72,219.12,146.37,140.98,1416.62,253.7
11/29/1999,694.08,366.64,213,276.9182,324.87,339.28,217.92,143.56,138.64,1407.83,250.38
11/30/1999,673.12,358.92,212.21,273.0785,328.84,330.62,215.68,144.52,141.63,1388.91,248.21
12/1/1999,686.93,352.49,218.12,275.7671,327.61,326.32,217.5,144.7,140.72,1397.72,251.81
12/2/1999,708.74,353.92,214.45,274.8174,327.18,328.67,218,147.69,141.32,1409.04,251.13
12/3/1999,723.73,353.89,215.85,279.5897,336.03,337.27,220.85,149.76,142.24,1433.3,255.31
12/6/1999,731.98,345.05,214.96,279.225,326.51,334.61,216.46,149.85,141.17,1423.33,253.91
12/7/1999,729.56,335.57,211.99,275.707,323.58,336.24,211.22,148.86,138.93,1409.17,252.22
12/8/1999,725.74,331.58,213.65,276.2423,318.57,335.18,209.24,148.04,137.78,1403.88,256.55
12/9/1999,724.7,331,216.36,282.3972,322.21,336.4,209.19,147.63,138.12,1408.11,252.04
12/10/1999,730.27,332.81,209.79,283.7393,327.81,335.16,211.13,149.95,136.77,1417.04,257.07
12/13/1999,735.48,324.87,209.37,287.542,323.72,337.55,207.95,149.49,135.25,1415.22,257.47
12/14/1999,717.53,327.35,209.85,286.3683,317.6,334.58,208.05,152.54,135.71,1403.17,258.76
12/15/1999,737.34,334.09,214.3,286.1715,314.93,329.96,206.99,155.68,137.44,1413.32,254.7
12/16/1999,756.05,327.02,216.21,289.1219,309.84,328.4,203.46,153.41,136.14,1418.78,258.99
12/17/1999,763.55,321.18,213.48,287.6669,309.26,329.44,202.85,156.37,138.65,1421.03,261.93
12/20/1999,772.1,317.78,209.65,284.8839,307.58,328.45,203.66,150.58,138.32,1418.09,261.5
12/21/1999,790.67,316.36,209.2,284.505,313.9,333.07,202.16,150.67,139.67,1433.43,264.24
12/22/1999,789.7,323.93,209.04,286.6465,313.61,326.84,204.47,150.65,139.2,1436.13,264.51
12/23/1999,796.01,333.13,214.63,292.4673,318.71,331.67,207.41,154.01,140.83,1458.34,267.67
12/24/1999,796.01,333.13,214.63,292.4673,318.71,331.67,207.41,154.01,140.83,1458.34,267.67
12/27/1999,801.23,336.07,209.7,294.2935,314.6,319.74,208.79,153.1,141.92,1457.1,270.6
12/28/1999,794.35,332.78,211.16,296.0901,315.62,325.47,208.44,156.8,142.13,1457.66,271.24
12/29/1999,806.75,329.77,213.2,294.2844,319.31,321.14,207.06,159.64,141.48,1463.46,271.72
12/30/1999,806.38,330.33,210.93,295.6094,321.4,319.95,208.28,157.41,142.47,1464.47,271.66
12/31/1999,807.44,326.78,212.72,299.3063,321.72,322.81,208.05,159.96,142.43,1469.25,273.38
1/3/2000,829.18,325.12,206.58,291.3933,307.2,319.06,204.23,157.24,138.75,1455.22,265.61
1/4/2000,783.43,312.78,202.38,282.7505,294.54,304.94,201.13,154.75,138.91,1399.42,257.24
1/5/2000,775.09,319.65,208.56,280.0653,292.56,309.15,201.84,160.88,144.08,1402.11,257.2
1/6/2000,744.37,328.78,218.14,281.2764,304.09,301.35,204.38,165.6,146.09,1403.45,261.64
1/7/2000,756.69,354.94,220.85,290.4922,310.73,301.17,212.88,166.97,148.39,1441.47,270.39
1/10/2000,788.03,347.81,217.7,302.3327,305.19,305.31,210.59,164.52,147.42,1457.6,270.56
1/11/2000,768.91,345.3,219.11,298.2206,301.61,297.75,212.76,162.07,146.77,1438.56,268.27
1/12/2000,755.71,345.44,216.12,294.1038,305.86,301.07,213.43,161.35,149.5,1432.25,268.05
1/13/2000,765.27,349.83,219.63,298.1132,313.91,302.89,212.24,161,150.38,1449.68,271.3
1/14/2000,787.39,352.8,217.02,296.9036,322.52,305.55,211.1,160.33,151.68,1465.15,268.74
1/17/2000,787.39,352.8,217.02,296.9036,322.52,305.55,211.1,160.33,151.68,1465.15,268.74
1/18/2000,790.24,345.77,220.67,295.6334,311.98,305.42,211.75,155.75,149,1455.14,266.2
1/19/2000,787.95,349.52,221.11,298.1995,310.35,306.19,210.61,154.31,149.5,1455.9,266.54
1/20/2000,795.74,344.35,216.38,293.7826,303.92,305.22,207.46,150.38,154.78,1445.57,262.61
1/21/2000,795.6,341.72,220.58,291.5108,300.17,307.55,203.87,149,158.99,1441.36,261.48
1/24/2000,771.48,326.61,216.62,281.7176,295.48,300.61,200.8,146.28,156.81,1401.53,252.17
1/25/2000,788.95,327.91,215.53,283.6643,298.91,298.91,197.84,143.48,153.01,1410.03,251.4
1/26/2000,760.28,330.39,213.09,285.3907,309.44,296.89,197.79,143.74,154.33,1404.09,255.62
1/27/2000,752.27,331.2,207.39,284.37,312.54,295.32,196.56,144.01,154.24,1398.56,256.58
1/28/2000,726.4,336.44,202.49,273.0436,300.89,288.19,191.98,141.69,152.07,1360.16,247.3
1/31/2000,745.4,345.91,209.22,274.2822,311.09,311.05,193.87,141.06,157.63,1394.46,248.4
2/1/2000,764.92,345.73,209.12,281.3091,311.67,307.53,193.78,143.55,156.12,1409.28,249.79
2/2/2000,772.23,345.21,209.63,283.0434,308.38,304.68,192.27,143.62,154.88,1409.12,247.69
2/3/2000,799.41,345.77,206.82,285.9377,307.63,301.1,191.65,142.47,157.3,1424.97,251.83
2/4/2000,811.14,345.52,201.4,285.459,302.92,301.35,189,141.95,153.37,1424.37,253.11
2/7/2000,821.94,348.37,202.75,280.4425,300.07,306.73,187.99,139.4,153.52,1424.24,246.54
2/8/2000,836.08,352.13,200.32,286.4669,303.55,311.7,189.9,137.9,156.11,1441.72,247.53
2/9/2000,821.84,342.62,192.26,280.1979,295.22,305.39,188.35,136,155.35,1411.7,242.38
2/10/2000,842.87,334.45,196.08,280.1746,289.01,308.11,186.51,134.79,154.71,1416.83,242.42
2/11/2000,815.15,324.28,191.65,276.8708,288.8,302.01,184.51,132.21,153.41,1387.12,237.56
2/14/2000,816.72,328.29,196.15,277.348,284.23,302.3,182.34,133.81,154.83,1389.94,239.83
2/15/2000,819.94,330.85,203.84,273.7417,290.96,299.27,186.28,138.38,155.47,1402.05,244.32
2/16/2000,814.8,330.85,205.13,264.6194,286.26,298.38,183.81,136.46,155.57,1387.67,241.39
2/17/2000,833.26,328.64,203.87,257.4597,281.5,298.85,183.02,135.74,154.9,1388.26,241.53
2/18/2000,804.52,319.48,198.28,253.0286,271.99,284.15,180.08,132.04,152.39,1346.09,233.79
2/21/2000,804.52,319.48,198.28,253.0286,271.99,284.15,180.08,132.04,152.39,1346.09,233.79
2/22/2000,803.88,323.29,196.19,252.5329,273.92,284.24,182.9,135.89,150.43,1352.17,238.89
2/23/2000,834.35,321.05,191.73,253.6433,272.56,279.89,179.81,133.12,148.33,1360.69,237.79
2/24/2000,849.56,315.6,188.3,247.3667,268.93,276.78,174.93,129.65,145.04,1353.43,236.9
2/25/2000,836.41,308.89,186.09,246.0499,266.15,272.57,171.24,127.37,142.42,1333.36,232.51
2/28/2000,832.44,309.37,191.8,252.2398,274.19,277.28,175,128.01,146.08,1348.05,234.86
2/29/2000,845.94,309.58,196.1,258.2773,276.92,285.92,174.01,127.19,147.16,1366.42,237.5
3/1/2000,857.32,305.31,200.42,257.4824,280.82,298.92,175.51,124.83,146.57,1379.19,238.24
3/2/2000,859.01,306.81,202.82,256.6491,278.08,310.96,171.6,121.8,147.51,1381.76,239.19
3/3/2000,889.01,307.48,200.29,261.3059,281.75,314.57,173.2,127,148.49,1409.17,245.29
3/6/2000,886.81,298.39,196.47,255.6083,278.66,311.62,170.1,123.69,143.95,1391.28,242.47
3/7/2000,871.81,283.19,212.71,247.9426,269.36,303.58,155,119.02,144.09,1355.62,232.24
3/8/2000,878.89,297.28,209.5,249.6304,266.56,306.86,156.74,121.55,142.19,1366.7,233.85
3/9/2000,910.4,312.64,212.05,255.737,270.07,314.96,156.67,122.08,141.65,1401.69,237.44
3/10/2000,908.28,312.18,207.13,251.8835,270.41,316.72,151.15,122.57,142.71,1395.07,238.54
3/13/2000,897.32,303.9,204.21,250.9834,272,313.9,153.08,124.67,141.39,1383.62,235.53
3/14/2000,873.56,296.7,206.18,249.0515,270.42,304.8,150.55,121.79,139.89,1359.15,232.36
3/15/2000,860.25,316.5,207.49,260.7941,287.68,301.66,162.42,130.04,145.58,1392.15,242.5
3/16/2000,884.13,335.33,215.05,276.3336,312.85,312.79,171.46,137.75,151.5,1458.47,254.2
3/17/2000,911.58,326.29,207.61,277.3253,313.32,315.26,167.74,132.9,148.69,1464.47,254.19
3/20/2000,907.94,323.35,203.43,278.3906,306.31,314.37,167.52,135.19,147.9,1456.63,254.88
3/21/2000,937.04,330.11,209.47,282.4656,317.82,316.3,169.48,136.89,148.46,1493.87,264.13
3/22/2000,955.93,331.84,206.49,283.0843,321.21,312.34,165.97,132.77,147.16,1500.64,262.67
3/23/2000,977.06,329.19,207.58,284.0354,334.34,315.48,167.01,136.4,148.3,1527.35,271.82
3/24/2000,980.54,320.19,209.36,285.391,334.28,316.53,166.51,136.4,147.81,1527.46,272.78
3/27/2000,988.49,317.97,207.93,285.2568,325.69,321.39,162.45,135.07,150.34,1523.86,270.55
3/28/2000,964.3,319.83,207.01,284.0947,327.81,315.51,163.39,133.57,147.05,1507.73,268.11
3/29/2000,935.77,327.1,218.04,288.8304,325.49,319,167.27,135.29,150.76,1508.52,273.39
3/30/2000,899.31,324.35,218.12,288.929,323.44,315.5,173.46,138.75,150.37,1487.92,270.68
3/31/2000,916.71,326.26,216.62,287.6298,327.62,317.2,171.55,139.59,151.48,1498.58,269.35
4/3/2000,874.25,340.65,221.36,295.7481,343.52,322,178.76,144.05,151.64,1505.97,272.68
4/4/2000,870.86,350.67,221.54,289.8259,330.6,318.54,183.23,143.25,150.05,1494.73,267.04
4/5/2000,878.11,346.9,214.53,287.8118,327.55,315.08,179.06,141.28,151,1487.37,266.27
4/6/2000,888.9,340.99,219.39,293.7775,330.33,320.24,177.26,141.23,150.1,1501.34,271.44
4/7/2000,924.95,338.97,214.93,295.273,323.55,321.07,176.98,138.91,150.8,1516.35,273.78
4/10/2000,887.22,345.23,211.75,298.0021,332.17,316.77,177.37,141.99,153.62,1504.46,274.5
4/11/2000,860.67,352.06,215.32,299.253,333.7,317.85,181.69,145.57,153.41,1500.59,276.9
4/12/2000,801.86,350.11,217.36,296.1853,337.96,310.22,186.42,148.38,156.3,1467.17,271.37
4/13/2000,785.18,347.89,215.82,286.4768,330.26,306.54,184.54,144.73,160.34,1440.51,265.18
4/14/2000,726.16,334.58,212.13,270.0288,304.74,289.8,175.71,137.58,154.84,1356.56,253.26
4/17/2000,795.78,339.3,206.62,270.3916,307.25,286.09,181.29,137.68,154.82,1401.44,260.72
4/18/2000,833.67,350,209.19,276.3482,319.29,296.03,177.96,134.05,155.39,1441.61,264.6
4/19/2000,806.12,351.45,211.54,279.2148,312.84,298.64,178.55,132.79,156.82,1427.47,264.95
4/20/2000,800.24,351.82,214.12,282.6891,319.06,293.68,181.71,135.19,159.29,1434.54,269.62
4/21/2000,800.24,351.82,214.12,282.6891,319.06,293.68,181.71,135.19,159.29,1434.54,269.62
4/24/2000,768.78,358.74,215.63,283.4695,325.89,293.11,185.31,136.9,161.85,1429.86,273.33
4/25/2000,816.57,360.54,217.05,288.6934,336.63,307.02,185.16,136.3,166.29,1477.44,282.63
4/26/2000,807,357.92,217.57,289.5507,330.35,299.56,181.31,133.93,168.68,1460.99,277.89
4/27/2000,829.85,357.41,220.09,285.1747,323.43,299.31,178.95,133.32,165.43,1464.92,277.17
4/28/2000,833.68,351.91,214.81,281.927,316.76,297.44,175.73,133.43,162.91,1452.43,274.18
5/1/2000,845.37,349.62,215.89,286.6254,321.56,303.83,175.81,133.9,163.97,1468.25,277.24
5/2/2000,814.98,354.36,219.31,283.5259,320.63,284.87,176.64,137.17,163.24,1446.29,276.43
5/3/2000,795.23,350.57,214.17,271.6267,312.58,281.12,178.6,135.38,162.12,1415.1,269.37
5/4/2000,789.94,351.69,219.03,268.0642,308.6,279.81,178.83,136.56,164.18,1409.57,268
5/5/2000,810.48,363.02,221.96,269.2258,310.21,283.29,178.91,138.42,162.97,1432.63,273.2
