Dates,Information Technology,Healthcare,Energy,Consumer Discretionary,Financials,Communcation Services,Consumer Staples,Materials,Utilities,S&P500,Industrials
1/7/2022,2912.02,1567.5,467.58,1569.017,684.91,260.3,807.65,561.17,357.85,4677.03,900.75
1/10/2022,2915,1583.79,466.32,1559.681,682.86,260.36,801.77,555.6,355.56,4670.29,890.39
1/11/2022,2950.3,1595.84,482.24,1575.817,688.57,263.02,800.62,561.78,352.29,4713.07,896.03
1/12/2022,2963.15,1591.68,483.15,1585.806,688.85,263.96,800.99,567.13,353.54,4726.35,898.68
1/13/2022,2884.6,1565.71,480.24,1552.86,686.03,260.27,802.78,562.56,355.14,4659.03,900.33
1/14/2022,2910.18,1563.07,491.98,1545.898,679.12,261.66,804.27,557.86,352.83,4662.85,895.18
1/17/2022,2910.18,1563.07,491.98,1545.898,679.12,261.66,804.27,557.86,352.83,4662.85,895.18
1/18/2022,2837.84,1541.38,493.97,1516.225,663.53,256.45,792.25,550.49,348.59,4577.11,884.55
1/19/2022,2798.88,1534.57,490.72,1488.844,652.56,255.96,797.67,549.33,350.19,4532.76,874.8
1/20/2022,2761.65,1525.63,486.31,1459.916,648.48,253.05,791.89,541.46,350.69,4482.73,863.97
1/21/2022,2708.3,1509.42,476.81,1414.665,635.39,243.22,792.02,527.96,350.05,4397.94,855.63
1/24/2022,2717.3,1503.89,479.43,1431.829,636.91,244.27,789.21,528.09,346.45,4410.13,860.2
1/25/2022,2653.82,1493.93,498.42,1405.899,639.89,238.81,780.26,523.56,341.02,4356.45,852.17
1/26/2022,2672.96,1487.29,497.56,1401.346,641.59,236.93,775.02,518.23,338.6,4349.93,845.14
1/27/2022,2654.5,1489.36,503.75,1369.52,635.68,237.62,779.49,520.1,341.25,4326.51,837.31
1/28/2022,2769.57,1520.3,500.72,1401.074,643.77,244.55,788.58,523.05,345.28,4431.85,843.04
1/31/2022,2843.88,1530.46,502.93,1454.454,649.52,250.41,792.38,530.58,351.67,4515.55,852.34
2/1/2022,2850.67,1534.81,520.75,1463.564,658.84,253.61,791.88,539.44,347.18,4546.54,864.43
2/2/2022,2873.87,1554.03,522.72,1455.873,663.18,261.44,801.25,540.7,352.25,4589.38,870.21
2/3/2022,2785.76,1546.99,517.29,1403.894,655.53,243.58,801.36,531.11,350.71,4477.44,855.65
2/4/2022,2798.95,1540.71,525.45,1456.332,666.38,243.93,791.72,521.99,347.9,4500.53,846.52
2/7/2022,2780.55,1538.72,532.31,1453.175,668.58,238.47,792.54,519.77,347.22,4483.87,847.11
2/8/2022,2816.02,1550.88,521.01,1474.978,677.83,238.23,795.15,527.92,347.59,4521.54,855.62
2/9/2022,2880.99,1563.53,523.67,1491.384,681.84,244.07,795.29,539.16,349.11,4587.18,867.32
2/10/2022,2801.71,1538.92,520.12,1464.903,676.07,240.63,787.08,536.11,340.01,4504.08,852.97
2/11/2022,2717.49,1518.33,534.65,1423.521,666.25,234.52,784.66,527.95,340.04,4418.64,840.15
2/14/2022,2716.6,1501.79,522.66,1431.8146,658.84,235.28,782.41,523.38,337.33,4401.67,836.79
2/15/2022,2790.9,1518.93,515.42,1461.562,667.88,238.24,783.83,533.25,335.48,4471.07,849.45
2/16/2022,2786.05,1520.93,519.34,1465.452,667.89,237.77,785.37,536.7,336.07,4475.01,853.85
2/17/2022,2700.67,1496.67,518.9,1427.796,651.79,230.73,792.51,527.59,336.28,4380.26,837.99
2/18/2022,2670.94,1484.43,514.82,1417.742,651.02,228.72,793.39,526.6,335.21,4348.87,830.34
2/21/2022,2670.94,1484.43,514.82,1417.742,651.02,228.72,793.39,526.6,335.21,4348.87,830.34
2/22/2022,2647.4,1480.66,506.95,1374.622,648.3,226.48,786.77,519.32,334.96,4304.76,822.67
2/23/2022,2579.56,1473.1,512.09,1327.632,636.81,222.57,780.29,512.49,329.21,4225.5,807.23
2/24/2022,2668.97,1479.85,507.64,1361.393,629.38,229.53,766.96,510.93,331.62,4288.7,817.22
2/25/2022,2705.5,1524.66,521.54,1387.077,649.25,232.93,790.89,529.22,342.03,4384.65,836.86
2/28/2022,2701.16,1513.2,534.95,1395.463,639.85,232.92,780.49,523,343.5,4373.94,842.73
3/1/2022,2647.28,1504.38,540.47,1376.75,616.13,230.09,775.79,510.9,340.63,4306.26,829.85
3/2/2022,2705.23,1527.56,552.49,1403.509,631.87,231.72,783.54,522.34,344.75,4386.54,848.06
3/3/2022,2671.61,1535.01,554,1371.332,629.98,229.92,789.16,522.95,350.68,4363.49,848.73
3/4/2022,2623.97,1542.57,569.81,1350.603,617.65,226.71,790.3,520.74,358.37,4328.87,846.81
3/7/2022,2526.92,1516.16,578.73,1285.794,595.06,218.22,775.53,502.88,363.06,4201.09,824.02
3/8/2022,2516.12,1484.12,586.75,1286.511,591.79,217.97,755.07,500.36,357.23,4170.7,818.79
3/9/2022,2616.32,1512.29,568.11,1324.232,613.18,225.49,760.07,515.42,354.46,4277.88,833.65
3/10/2022,2570.38,1511.87,585.53,1339.588,608.28,223.8,753.27,516.35,357.03,4259.52,832.65
3/11/2022,2524.09,1499.91,580.55,1315.581,603.92,219.59,744.6,512.53,355.7,4204.31,826
3/14/2022,2476.22,1510.15,563.77,1292.555,611.45,215.61,748.81,511.85,355.32,4173.11,828.66
3/15/2022,2561.1,1539.28,542.77,1336.337,619.46,220.45,765.39,517.48,359.76,4262.45,841.52
3/16/2022,2646.17,1558.13,540.44,1381.121,637.31,226.9,766.42,525.68,359.15,4357.86,852.61
3/17/2022,2664.42,1583.16,559.27,1406.865,645.14,229.02,770.98,535.91,360.79,4411.67,864.05
3/18/2022,2722.71,1593.48,559.78,1437.522,647.02,232.31,773.04,539.1,357.55,4463.12,867.47
3/21/2022,2717.9,1591.59,581,1426.617,646.21,230.77,773.95,543.7,359.97,4461.18,868.94
3/22/2022,2756.55,1591.84,577.16,1461.51,656.55,235.4,779.02,546.51,360.3,4511.61,873.54
3/23/2022,2715.11,1563.68,587.2,1443.519,644.46,232.47,772.12,544.38,360.9,4456.24,865.55
3/24/2022,2788.63,1581.62,587.95,1454.102,649.33,236.39,776.88,555.07,364.49,4520.16,872
3/25/2022,2786.1,1589.78,601.34,1452.848,657.82,237.3,783.16,561.19,369.89,4543.06,877.48
3/28/2022,2820.35,1601.48,585.92,1491.668,655.86,237.94,786.39,558.61,372.17,4575.52,877.75
3/29/2022,2878.53,1610.34,583.32,1514.666,657.4,241.25,793.62,562.9,375.62,4631.6,885.63
3/30/2022,2839.31,1613.9,590.15,1491.735,652.76,239.92,794.85,561.02,378.76,4602.45,884.31
3/31/2022,2794.09,1594.81,581.93,1462.69,637.61,235.09,791.47,553.45,378.12,4530.41,870.46
4/1/2022,2789.45,1609.25,586.89,1465.809,636.27,237.17,801.38,559.73,383.62,4545.86,864.37
4/4/2022,2842.79,1597.22,587.29,1499.931,633.25,242.58,798.82,559.49,380.58,4582.64,862.86
4/5/2022,2780.5,1600.1,578.43,1464.657,628.52,239.22,799.36,555.07,383.11,4525.12,850.83
4/6/2022,2709.72,1624.87,581.57,1426.107,624.39,234.17,810.46,548.87,390.76,4481.15,844.33
4/7/2022,2716,1655.01,589.46,1431.667,623.78,232.46,820,552.33,389.78,4500.21,846.93
4/8/2022,2677.04,1664.59,605.71,1417.791,630.05,230.73,823.24,555.39,390.94,4488.28,841.81
4/11/2022,2607.31,1631.84,586.88,1390.934,627.04,226.86,819.38,552.87,385.53,4412.53,839.33
4/12/2022,2598.1,1616.38,597,1393.725,620.35,225.02,819.22,553.05,387.1,4397.45,838.15
4/13/2022,2639.45,1623.31,605.12,1428.729,619.85,227.96,824.86,561.14,386.45,4446.59,846.25
4/14/2022,2574.88,1615.79,607.63,1406.281,613.38,223.81,824.51,559.23,386.48,4392.59,845.44
4/15/2022,2574.88,1615.79,607.63,1406.281,613.38,223.81,824.51,559.23,386.48,4392.59,845.44
4/18/2022,2583.12,1597.73,616.8,1411.012,617.14,223.46,817.81,559.69,384.59,4391.69,842.21
4/19/2022,2630.64,1612.58,610.86,1452.086,625.28,228.08,829.84,564.89,386.94,4462.21,857.43
4/20/2022,2627.16,1634.24,613.39,1432.403,629.57,218.8,841.99,568.78,390.02,4459.45,862.09
4/21/2022,2581.78,1616.16,594.35,1414.749,619.9,213.52,841.1,559.25,383.81,4393.66,853.46
4/22/2022,2509.65,1557.49,579.9,1381.158,601.3,206.48,827.69,538.4,377.35,4271.78,832.24
4/25/2022,2545.76,1567.84,560.53,1391.876,602.29,209.63,831.07,536.83,374.63,4296.12,832.25
4/26/2022,2451.28,1538.04,560.78,1322.469,586.94,203,818.77,528.52,370.73,4175.2,814
4/27/2022,2484.58,1536.24,569.08,1321.527,586.34,197.69,820.98,536.34,369.02,4183.96,816.88
4/28/2022,2584.89,1557,586.92,1352.182,593.95,205.37,832.69,544.71,373.1,4287.5,826.23
4/29/2022,2478,1518.45,572.41,1272.147,573.7,198.03,810.5,533.97,361.88,4131.93,804.56
5/2/2022,2516.69,1508.12,580.24,1289.459,573.82,202.83,800.05,532.21,358.1,4155.38,805.92
5/3/2022,2521.23,1513.2,596.87,1285.708,581.06,203.92,798.13,538.18,359.43,4175.48,811.56
5/4/2022,2609.8,1546.47,621.43,1322.387,598.6,211.42,815.41,555.64,367.4,4300.17,834.85
5/5/2022,2481.2,1516.14,612.77,1245.494,581.15,202.78,799.96,538.35,363.46,4146.87,812.62
5/6/2022,2461.48,1511.65,630.62,1229.224,576.98,200.13,799.62,531,366.37,4123.34,807.37
5/9/2022,2364.58,1472.8,578.26,1176.899,562.8,195.25,800.02,513.8,363.54,3991.24,787.95
5/10/2022,2401.85,1477.69,583.66,1173.4,558.31,196.89,793.97,510.79,359.02,4001.05,782.85
5/11/2022,2322.64,1468.22,591.63,1131.554,552.71,193.92,791.23,510.94,361.78,3935.18,775.59
5/12/2022,2296.19,1481.8,592.21,1140.545,548.8,194.91,790.76,509.98,357.6,3930.08,776.66
5/13/2022,2375.29,1497.4,612.25,1187.298,556.31,199.81,802,517.8,361.51,4023.89,786.26
5/16/2022,2353.7,1507.75,628.31,1162.175,551.98,198.63,805.64,516.83,362.69,4008.01,784.94
5/17/2022,2422.23,1528.58,635.5,1193.296,566.84,202.25,796.36,531.63,366.41,4088.85,802.83
5/18/2022,2307.39,1488.88,618.02,1114.573,550.98,195.36,745.55,514.75,362.64,3923.68,772.7
5/19/2022,2282.62,1492.11,616.28,1116.013,547.15,194.22,730.82,518.27,361.84,3900.79,765.4
5/20/2022,2285.75,1510.91,618.93,1098.913,546.49,193.79,732.76,517.15,362.82,3901.36,757.2
5/23/2022,2339.85,1523.06,635.51,1105.913,564.16,197.3,748.13,526.7,367.22,3973.75,769.57
5/24/2022,2303.19,1526.94,638.09,1077.395,562.83,189.99,760.56,523.51,374.61,3941.48,768.63
5/25/2022,2331.05,1526.67,650.62,1107.371,567.34,191.66,760.84,525.95,374.38,3978.73,773.54
5/26/2022,2388.15,1533.01,658.06,1160.271,580.1,195.62,769.45,535.52,375.4,4057.84,788.97
5/27/2022,2470.27,1559.34,669.03,1200.502,590.46,200.75,777.86,547.81,380.97,4158.24,805.12
5/30/2022,2470.27,1559.34,669.03,1200.502,590.46,200.75,777.86,547.81,380.97,4158.24,805.12
5/31/2022,2452.89,1537.92,658,1209.685,588.47,201.56,772.2,539.06,375.72,4132.15,798.27
6/1/2022,2444.75,1516.03,669.6,1199.486,578.63,200.16,762.06,533.52,375.11,4101.23,793.32
6/2/2022,2504.39,1527.83,667.6,1235.795,586.81,205.32,772.53,547.83,377.37,4176.82,808.34
6/3/2022,2442.38,1510.43,676.93,1200.563,577.81,200.46,764.48,542.46,375.72,4108.54,805.43
6/6/2022,2443.41,1510.38,676.16,1212.902,580.02,202.42,764.9,547.73,377.41,4121.43,808.67
6/7/2022,2473.11,1530.06,697.38,1208.395,584.01,203.45,768.11,551.69,379.59,4160.68,819.64
6/8/2022,2445.63,1518.1,698.43,1200.18,574.06,203.4,758.71,540.1,372.06,4115.77,804.65
6/9/2022,2379,1483.32,682.35,1176.702,559.1,197.8,747.32,527.19,362.99,4017.82,788.81
6/10/2022,2286.44,1459.09,670.72,1127.719,538.67,192.17,744.53,511.12,360.2,3900.86,765.48
6/13/2022,2184.29,1415.21,636.32,1075.199,522.78,183.65,728.27,491.07,343.53,3749.63,742.31
6/14/2022,2197.85,1400.14,636.74,1072.55,517.85,183.13,718.89,486.95,334.65,3735.48,740.45
6/15/2022,2245.55,1414.45,623.21,1104.97,524.26,187.46,719.48,487.09,336.92,3789.99,747.92
6/16/2022,2153.2,1392.94,588.41,1052.382,510.78,180.99,714.75,469.3,330.3,3666.77,722.66
6/17/2022,2174.44,1393.22,555.65,1065.212,512.37,183.37,711.82,468.8,327.17,3674.84,720.96
6/20/2022,2174.44,1393.22,555.65,1065.212,512.37,183.37,711.82,468.8,327.17,3674.84,720.96
6/21/2022,2229.58,1430.06,584.19,1095.272,522.73,186.34,730.94,475.67,333.44,3764.79,733.82
6/22/2022,2220.43,1450.41,559.71,1093.763,521.39,186.74,730.45,469.51,336.89,3759.89,729.9
6/23/2022,2252.33,1482.55,538.75,1111.475,519.01,188.77,744.75,462.93,344.8,3795.73,726.06
6/24/2022,2332.79,1506.72,547.02,1153.04,538.72,196.2,758.61,481.35,350.86,3911.74,751.42
6/27/2022,2317.98,1512.6,562.24,1140.528,536.37,194.14,756.91,477.47,353.69,3900.11,749.55
6/28/2022,2248.29,1486.34,577.42,1094.577,531.41,188.47,746.82,472.37,352.42,3821.55,740.94
6/29/2022,2252.87,1499.33,557.6,1094.649,528.01,188.97,750.49,468.91,352.58,3818.83,736.35
6/30/2022,2222.96,1494.31,546.24,1077.779,523.35,186.03,750.05,463.16,356.45,3785.38,738.41
7/1/2022,2228.5,1512.47,554.1,1098.956,530.85,187.29,760.77,466.26,365.29,3825.33,745.11
7/4/2022,2228.5,1512.47,554.1,1098.956,530.85,187.29,760.77,466.26,365.29,3825.33,745.11
7/5/2022,2256.15,1503.57,531.86,1124.003,528.33,192.28,756.46,456.93,352.75,3831.39,733.72
7/6/2022,2276.11,1513.46,522.6,1121.297,527,193.09,758.08,459.75,356.31,3845.08,738.19
7/7/2022,2323.08,1520.49,540.94,1149.161,534.7,196.92,758.66,463.99,355.97,3902.62,746.95
7/8/2022,2324.75,1524.54,540.87,1148.969,533.64,196.5,757.23,459.36,354.81,3899.38,743.51
7/11/2022,2291.69,1521.01,536.07,1117.2324,529.21,191,756.14,458.13,357.08,3854.43,738.54
7/12/2022,2261.05,1500.83,525.18,1109.079,525.77,190.08,753.79,457.16,355.25,3818.8,736.16
7/13/2022,2256.1,1486.75,524.46,1118.617,520.89,188.04,753.86,454.65,353.69,3801.78,727.32
7/14/2022,2276.99,1481.27,514.5,1117.899,510.91,186.06,755.1,446.06,353.74,3790.38,723.08
7/15/2022,2317.03,1517.51,524.27,1136.971,528.83,190.09,758.09,453.29,354.46,3863.16,734.53
7/18/2022,2293.23,1484.9,534.56,1139.447,526.04,188.01,750.62,454.3,349.5,3830.85,730.13
7/19/2022,2363.75,1511.68,551.46,1174.622,542.19,194.84,758.75,468.41,351.87,3936.69,756.29
7/20/2022,2400.58,1495.67,557.06,1195.355,543.93,196.81,753.22,468.95,347.08,3959.9,761.87
7/21/2022,2434.35,1518.19,547.63,1222.212,547.41,196.4,755.96,475.53,348.09,3998.95,767.07
7/22/2022,2400.75,1512.34,542.8,1214.177,544.18,187.88,761.15,472.06,352.85,3961.63,764.72
7/25/2022,2386.05,1520.65,562.96,1203.883,547.74,187.35,764.63,474.09,357.29,3966.84,768.31
7/26/2022,2348.25,1529.01,558.02,1164.086,540.14,183.51,761.01,470.97,359.46,3921.05,764.25
7/27/2022,2449.09,1538.91,570.32,1208.906,548.46,192.89,766.95,476.87,359.85,4023.61,776.32
7/28/2022,2484.18,1547.32,572.88,1229.065,552.29,191.47,779.12,484.91,372.55,4072.43,792.4
7/29/2022,2522.61,1541.88,598.74,1281.509,560.04,192.55,773.5,491.31,375.65,4130.29,808.28
8/1/2022,2517.48,1530.65,585.67,1288.075,555.04,191.74,782.83,487.31,376.03,4118.63,809.29
8/2/2022,2500.01,1524.99,584.46,1279.015,549.11,191.4,777.06,482.39,375.2,4091.19,800.77
8/3/2022,2567.28,1539.08,567.12,1311.187,557.29,196.15,781.6,483.01,377.75,4155.17,808.58
8/4/2022,2577.94,1531.48,546.73,1318.302,555.37,196.51,775.44,483.24,378.2,4151.94,811.11
8/5/2022,2571.77,1531.03,557.88,1296.453,559.73,194.79,774.28,484.99,377.08,4145.19,812.82
8/8/2022,2549.16,1534.48,560.62,1300.289,558.72,195.51,773.78,487.64,377.53,4140.06,812.2
8/9/2022,2523.61,1529.96,570.57,1280.319,561.88,194.11,773.16,485.17,381.54,4122.47,809.19
8/10/2022,2593.61,1547.08,574.62,1317.113,574.9,199.48,778.9,499.13,383.27,4210.24,827.15
8/11/2022,2581.05,1536.03,592.94,1308.408,580.75,199.5,776.4,500.51,382.73,4207.27,830.99
8/12/2022,2634.59,1556.18,597.7,1338.4482,590.24,203.52,783.55,509.91,388.62,4280.15,843.18
8/15/2022,2651.08,1563.79,585.86,1346.5985,590.35,204.5,791.8,509.45,391.78,4297.14,845.16
8/16/2022,2643.49,1559.64,583.87,1361.277,594.4,204.37,801.36,512.43,392.84,4305.2,848.93
8/17/2022,2624.87,1549.82,588.58,1346.018,591.27,200.59,799.49,505.27,392.25,4274.04,842.34
8/18/2022,2637.8,1543.1,603.46,1345.504,592.03,200.51,801.52,506.58,393.59,4283.74,845.08
8/19/2022,2589.56,1547.34,603.6,1317.255,580.07,196.85,798.74,497.42,393.39,4228.48,834.36
8/22/2022,2517.54,1525.95,602.1,1279.801,567.36,191.6,789.91,489.5,387.98,4137.99,818.13
8/23/2022,2511.16,1504.74,623.9,1283.911,565.22,190.24,786.33,494.28,385.54,4128.73,819.66
8/24/2022,2512.16,1506.51,631.38,1288.6911,568.16,190.96,788.21,495.49,386.89,4140.77,822.33
8/25/2022,2554.27,1523.11,636.19,1305.343,576.78,194.9,791.8,506.7,389.19,4199.12,834.87
8/26/2022,2444.95,1480.51,629.38,1254.714,559.28,187.37,772.14,490.81,383.18,4057.66,805.58
8/29/2022,2413.74,1470.07,639.1,1247.906,555.03,185.9,771.04,487.44,384.12,4030.61,802.04
8/30/2022,2387.7,1460.37,617.6,1234.058,552.68,184.43,763.4,479.11,378.51,3986.16,790.2
8/31/2022,2364.72,1451.16,611.8,1221.062,547.82,184.44,758.99,473.3,375.93,3955,783.36
9/1/2022,2353.44,1475.12,597.72,1231.625,549.81,186.38,764.38,466.75,381.26,3966.85,784.43
9/2/2022,2323.07,1453.94,608.54,1221.297,545.25,182.92,753.74,466.33,377.17,3924.26,776.67
9/5/2022,2323.07,1453.94,608.54,1221.297,545.25,182.92,753.74,466.33,377.17,3924.26,776.67
9/6/2022,2307.3,1454.24,601.95,1217.256,543.68,180.61,748.96,464.8,378.02,3908.19,777.89
9/7/2022,2344.04,1478.5,595,1254.698,554.68,184.31,762.22,477.49,389.89,3979.87,790.56
9/8/2022,2351.97,1504.72,597.95,1265.853,564.34,183.5,760.92,482.17,389.43,4006.18,792.76
9/9/2022,2398.39,1517.2,612.19,1289.975,569.13,188.14,768.24,489.37,391.06,4067.36,803
9/12/2022,2437.59,1526.98,623.3,1307.327,574.07,188.98,771.41,493.69,394.81,4110.41,807.86
9/13/2022,2307.27,1477,608.02,1239.144,552.45,178.33,745.9,476.21,384.19,3932.69,777.27
9/14/2022,2317.38,1477.1,625.34,1255.196,551.08,178.99,745.11,470.37,387.29,3946.01,775.84
9/15/2022,2262.4,1485.16,609.47,1246.836,552.81,177.1,738.51,464.08,377.51,3901.35,767.56
9/16/2022,2251.62,1481.14,596.27,1236.399,547.46,176.05,740.39,456.82,376.13,3873.33,751.77
9/19/2022,2270.06,1473.11,596.73,1253.006,553.57,176.82,745.24,464.26,381.08,3899.89,761.79
9/20/2022,2258.58,1456.05,592.89,1231.861,545.52,173.98,741.26,455.45,375.59,3855.93,752.38
9/21/2022,2222.38,1431.5,584.21,1202.637,534.02,169.99,738.72,445.45,370.42,3789.93,742.32
9/22/2022,2200.51,1438.88,581.88,1176.63,525.13,170.09,737.29,439.91,369,3757.99,731.27
9/23/2022,2170.76,1431.15,542.61,1149.64,516.93,167.08,724.5,430.9,364.66,3693.23,717.6
9/26/2022,2156.27,1416.72,528.64,1147.573,508.21,164.89,724.55,423.83,355.81,3655.04,709.46
9/27/2022,2161,1413.68,534.79,1150.92,506.7,163.71,711.81,424.79,349.75,3647.29,707.27
9/28/2022,2180.9,1444.73,558.34,1183.209,516.36,168.91,720.27,435.95,353.59,3719.04,723.1
9/29/2022,2121.09,1431.45,557.6,1143.25,509.98,164.75,708.45,429.27,339.19,3640.47,709.87
9/30/2022,2079.85,1411.36,552.56,1122.313,504.39,162.01,695.78,427.77,332.52,3585.62,700.6
10/3/2022,2145.31,1441.49,584.45,1125.044,518.7,166.83,707.87,442.32,342.46,3678.43,722
10/4/2022,2216.14,1475.06,609.84,1165.039,538.36,171.37,718.73,457.98,349.83,3790.93,747.2
10/5/2022,2224.09,1479.95,622.39,1158.711,533.71,170.31,714.4,452.98,341.96,3783.28,742.89
10/6/2022,2205.13,1460.69,633.72,1150.473,525.95,169.2,703.95,448.36,330.68,3744.52,734.78
10/7/2022,2113.92,1429.73,629.14,1109.733,513.66,164.39,693.02,436.96,323.77,3639.66,720.66
10/10/2022,2080.96,1420.46,616.18,1102.948,511.19,163.63,695.04,438.03,324.32,3612.39,723.01
10/11/2022,2049.38,1428.76,611.54,1093.991,504.56,160.95,701.5,434.81,323.44,3588.84,723.1
10/12/2022,2042.38,1421.19,616.12,1096.542,503.18,160.95,704.85,431.31,312.39,3577.03,717.22
10/13/2022,2106.03,1453.26,641.24,1107.269,524.01,164.53,716.18,443.87,320.35,3669.91,732.98
10/14/2022,2045.59,1441.15,617.48,1064.354,514.7,161.34,703.05,428.72,315.42,3583.07,716.63
10/17/2022,2108.81,1466.18,625.03,1109.37,527.96,166.73,710.88,439.62,322.26,3677.95,732.72
10/18/2022,2126.34,1474.48,629.74,1125.103,536.64,167.62,720.21,448.03,328.03,3719.98,750.01
10/19/2022,2120.82,1454.08,648.23,1111.866,528.08,167.42,717.44,442.96,323.89,3695.16,744.84
10/20/2022,2122.21,1442.25,649.41,1092.493,519.73,168.02,707.22,439.86,315.76,3665.78,730.61
10/21/2022,2178.4,1474.11,667.35,1124.42,534.91,169.45,718.21,455.08,321.57,3752.75,749.96
10/24/2022,2208.42,1502.28,670.52,1129.796,542.12,170.98,731.08,452.24,324.21,3797.34,760.09
10/25/2022,2251.11,1514.03,670.22,1156.26,548.53,175.04,740.34,463.67,330.77,3859.11,770.33
10/26/2022,2200.83,1530.99,679.34,1144.026,550.14,166.72,745.15,466.76,330.64,3830.6,772.98
10/27/2022,2173.33,1522.18,681.19,1135.781,554.25,159.85,745.43,465.53,332.9,3807.3,781.82
10/28/2022,2271.63,1547.85,685.71,1132.371,568.03,164.62,761.97,470.3,342.4,3901.06,800.42
10/31/2022,2241.13,1546.64,689.83,1124.523,563.91,161.86,757.25,466.12,339.18,3871.98,797.71
11/1/2022,2221.76,1547.57,696.69,1109.338,566.21,158.93,755.15,467.22,340.55,3856.1,797.24
11/2/2022,2144.63,1521.37,681.01,1067.263,558.94,154.1,742.08,455.2,337.08,3759.69,783.19
11/3/2022,2080.35,1514.72,694.92,1057.839,552.97,149.74,739.6,458.73,338.58,3719.89,791.34
11/4/2022,2115.17,1523.29,701.99,1066.958,563.29,152.38,748.01,474.35,340.51,3770.55,803.92
11/7/2022,2149.86,1539.41,714.13,1060.386,568.37,155.16,754.52,478.09,333.91,3806.8,812.48
11/8/2022,2169.59,1547.16,714.51,1057.178,571.7,155.73,757.1,486.12,336.21,3828.11,819.46
11/9/2022,2112.06,1530.84,679.63,1024.237,562,152.77,748.54,478.42,333.38,3748.57,807.6
11/10/2022,2287.95,1570.5,694.74,1103.074,590.86,162.43,766.93,504.97,349.24,3956.37,841.77
11/11/2022,2327.4,1550.4,716.02,1130.234,595.51,166.45,765.85,510.85,345.24,3992.93,840.9
11/14/2022,2304.92,1550.94,712.28,1110.931,586.34,166.01,758.89,509.79,340.85,3957.25,835.18
11/15/2022,2333.42,1549.85,720.16,1124.693,588.01,168.96,767.14,509.21,344.51,3991.73,841.64
11/16/2022,2299.69,1547.86,704.68,1108.272,585.36,168.01,770.67,504.22,347.51,3958.79,835.1
11/17/2022,2304.62,1547.21,705.52,1094.215,582.22,166.9,770.79,499.41,341.28,3946.56,833.02
11/18/2022,2307.6,1565.77,699.19,1094.654,586.71,166.31,778.78,502.64,348.1,3965.34,838.94
11/21/2022,2281.53,1566.48,689.46,1079.211,588.69,164.96,786.39,504.54,349.83,3949.94,842.06
11/22/2022,2325.53,1580.33,711.39,1091.888,594.73,167.15,792.03,515.8,352.78,4003.58,848.4
11/23/2022,2345.86,1585.76,703.13,1106.365,596.95,169.18,794.68,517.93,356.44,4027.26,851.7
11/24/2022,2345.86,1585.76,703.13,1106.365,596.95,169.18,794.68,517.93,356.44,4027.26,851.7
11/25/2022,2330.19,1595.63,701,1107.04,599.37,167.99,795.14,517.32,358.67,4026.12,854.86
11/28/2022,2280.52,1583.67,681.81,1100.385,588.73,165.39,792.68,505.94,354.83,3963.94,839.42
11/29/2022,2258.28,1579.99,690.53,1095.492,592.65,164.84,789.76,507.45,352.24,3957.63,844.62
11/30/2022,2371.98,1618.69,694.3,1133.646,602.43,172.94,804.18,519.72,361.25,4080.11,858.06
12/1/2022,2373.66,1622.56,691.37,1132.416,598.13,173.45,800.38,519.55,360.58,4076.57,858.03
12/2/2022,2360.63,1626.18,687.2,1130.286,595.56,173.55,803.89,525.28,358.89,4071.7,863.37
12/5/2022,2321.54,1610.11,667.01,1096.925,580.68,170.94,794.23,515.03,356.75,3998.84,848.65
12/6/2022,2271.92,1598.13,649.35,1079.116,575.7,166.54,788.85,510.5,359.12,3941.26,838.91
12/7/2022,2260.23,1611.67,647.47,1073.981,573.1,164.99,791.81,509.25,357.43,3933.92,837.76
12/8/2022,2296.23,1626.07,644.46,1085.236,573.96,164.16,795.26,512.69,359.44,3963.51,842.55
12/9/2022,2281.8,1605.2,629.47,1079.62,572.33,164.19,789.18,507.77,357.73,3934.38,835.7
12/12/2022,2331.38,1621.85,645.12,1083.791,579.55,165.35,797.34,512.32,365.85,3990.56,849.99
12/13/2022,2357.99,1626.3,656.54,1085.926,581.26,168.16,796.01,519.21,367,4019.65,853.02
12/14/2022,2337.75,1628.65,652.33,1078.043,573.74,166.72,795.43,513.45,366.41,3995.32,851.42
12/15/2022,2249.46,1598.35,648.88,1058.81,562.23,160.31,782.22,497.94,361.77,3895.75,830.55
12/16/2022,2220.94,1575.84,640.28,1040.396,558.05,160.14,778.1,495.88,355.76,3852.36,826.54
12/19/2022,2189.5,1570.16,641.14,1023.136,556.76,156.64,777.78,489.24,354.29,3817.66,822.28
12/20/2022,2192.93,1569.24,650.86,1011.567,558.46,157.77,777.64,492.42,354.51,3821.62,823.45
12/21/2022,2229.68,1589.73,663.17,1027.582,567.97,159.64,784.02,496.54,359.32,3878.44,838.65
12/22/2022,2173.04,1587.22,647.84,1000.968,562.43,157.8,781.76,491.86,357.04,3822.39,828.14
12/23/2022,2175.54,1588.53,668.33,1008.097,565.89,159.5,785.87,495.38,360.8,3844.82,832.86
12/26/2022,2175.54,1588.53,668.33,1008.097,565.89,159.5,785.87,495.38,360.8,3844.82,832.86
12/27/2022,2154.38,1584.31,675.96,991.5471,565.7,157.62,789.55,495.53,363.03,3829.25,835.58
12/28/2022,2118.97,1574.23,660.95,983.0622,563.33,155.24,779.62,488.12,359.52,3783.22,824.6
